review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
5.0,4.0,5.0,5.0,5.0,5.0,5.0
4.25,4.63,3.75,4.75,4.63,5.0,4.38
4.0,5.0,5.0,5.0,5.0,4.0,3.0
4.5,4.67,4.5,4.67,5.0,5.0,5.0
4.86,4.98,4.58,4.95,4.93,5.0,4.65
4.45,4.55,4.36,4.7,4.77,4.8,4.36
4.97,4.94,5.0,4.97,4.97,4.91,4.94
5.0,5.0,4.89,5.0,5.0,5.0,4.89
4.75,5.0,5.0,4.75,4.75,4.75,4.75
4.87,4.92,4.74,4.97,5.0,4.82,4.76
4.69,4.74,4.46,4.74,4.71,4.91,4.54
4.95,4.97,4.96,4.99,4.98,4.97,4.82
4.9,4.8,4.9,4.8,4.6,5.0,4.7
5.0,5.0,5.0,4.5,5.0,5.0,4.5
4.91,5.0,4.91,5.0,5.0,5.0,4.82
4.98,4.99,4.93,4.99,5.0,4.95,4.9
4.9,4.89,4.7,4.98,4.95,4.83,4.87
4.82,4.88,4.85,4.9,4.86,4.94,4.79
4.83,4.68,4.72,4.89,4.88,4.98,4.83
4.37,4.66,4.61,4.61,4.63,4.84,4.37
5.0,5.0,4.2,5.0,5.0,5.0,5.0
4.47,4.65,4.29,4.76,4.71,4.94,4.59
4.8,4.4,5.0,4.6,5.0,4.2,4.4
4.94,4.98,4.94,5.0,5.0,4.94,4.86
3.0,5.0,3.0,5.0,4.0,5.0,3.0
4.5,4.0,5.0,5.0,5.0,5.0,4.5
5.0,5.0,5.0,5.0,5.0,5.0,4.5
4.9,4.9,4.8,5.0,5.0,4.9,4.5
4.6,4.79,4.56,4.85,4.83,4.85,4.58
4.89,4.98,4.89,4.95,4.98,4.98,4.86
4.83,4.88,4.81,4.9,4.93,4.84,4.69
5.0,4.96,5.0,5.0,4.93,4.93,4.96
4.66,4.81,4.46,4.95,4.92,4.95,4.68
4.05,4.09,4.05,4.68,4.27,4.82,4.23
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.93,4.91,4.94,4.94,4.96,4.94,4.92
4.72,4.74,4.78,4.85,4.65,4.92,4.65
5.0,5.0,4.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,4.83,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.91,4.79,4.94,5.0,5.0,4.91,4.68
4.78,5.0,4.5,5.0,4.94,5.0,4.61
4.75,4.73,4.41,4.92,4.9,4.97,4.8
4.0,5.0,4.0,5.0,5.0,4.0,5.0
3.6,3.4,3.6,4.6,5.0,4.8,4.0
3.0,2.0,1.0,5.0,5.0,1.0,5.0
4.61,4.36,4.5,4.82,4.75,4.71,4.39
4.83,4.94,4.89,5.0,4.89,5.0,4.61
4.76,4.88,4.77,4.83,4.87,4.66,4.64
5.0,5.0,4.83,5.0,5.0,5.0,4.83
4.75,5.0,4.75,5.0,5.0,5.0,4.75
4.85,4.85,4.9,4.81,4.79,4.94,4.83
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.9,4.94,4.92,4.96,4.96,4.88,4.8
5.0,5.0,5.0,5.0,5.0,5.0,4.75
4.92,5.0,5.0,4.92,5.0,5.0,4.85
4.84,4.9,4.91,4.95,4.93,4.96,4.76
4.97,4.97,5.0,4.95,4.95,4.87,4.82
5.0,5.0,4.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,4.86,4.86
4.96,4.96,4.88,4.88,4.87,4.98,4.81
4.98,4.99,4.94,5.0,4.98,4.97,4.89
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,4.96,5.0,5.0,5.0,4.83,4.83
4.88,5.0,4.75,4.94,4.94,5.0,4.81
4.93,5.0,4.93,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,4.8
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.91,4.82,4.94,5.0,4.94,4.94,4.76
4.5,4.0,5.0,5.0,5.0,5.0,4.5
4.78,4.88,4.62,4.85,4.97,4.69,4.6
5.0,5.0,5.0,5.0,5.0,4.8,5.0
4.75,4.75,4.5,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.94,5.0,4.9,5.0,4.9,4.9,4.81
4.9,4.9,4.86,4.9,5.0,4.86,4.95
4.95,4.97,4.93,5.0,4.99,4.97,4.92
4.33,4.33,5.0,5.0,5.0,4.67,4.67
4.53,4.53,4.35,4.94,4.76,5.0,4.41
4.94,4.95,4.96,4.95,4.95,4.97,4.82
4.89,5.0,4.67,5.0,5.0,4.78,4.89
4.79,4.82,4.82,4.98,4.93,4.98,4.69
5.0,5.0,4.67,5.0,5.0,5.0,5.0
4.0,2.0,4.0,5.0,4.0,4.0,4.0
4.81,4.69,4.56,4.91,4.84,4.94,4.63
4.93,4.96,4.91,4.98,4.96,4.91,4.89
4.0,4.0,4.0,2.0,4.0,5.0,5.0
4.88,4.88,4.71,4.94,4.94,4.88,4.65
4.75,4.83,4.75,4.92,4.92,4.92,4.83
4.9,4.88,4.9,4.98,4.98,4.83,4.78
4.2,4.2,4.4,4.2,4.53,4.53,4.07
4.89,4.94,4.83,4.78,5.0,5.0,4.89
4.75,4.67,4.42,4.75,4.92,4.75,4.58
5.0,4.25,5.0,5.0,4.75,4.75,4.75
5.0,5.0,4.88,5.0,5.0,4.76,4.94
5.0,5.0,5.0,5.0,5.0,4.83,5.0
4.8,4.85,4.9,4.79,4.72,4.98,4.82
4.83,4.8,4.73,5.0,4.89,4.76,4.89
5.0,5.0,5.0,5.0,5.0,5.0,4.86
4.85,4.83,4.9,4.9,4.88,4.92,4.77
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.98,5.0,4.91,4.95,5.0,5.0,4.98
4.89,4.87,4.79,4.94,4.89,4.97,4.78
4.98,4.98,4.98,5.0,5.0,4.98,4.86
4.5,4.5,4.5,4.5,4.5,4.5,4.5
4.43,4.29,4.43,4.86,4.71,4.71,4.29
4.67,4.78,4.56,4.78,5.0,4.89,4.22
4.84,4.9,4.74,4.91,4.94,4.81,4.78
4.88,4.89,4.79,4.96,5.0,5.0,4.8
4.5,4.5,4.5,5.0,4.5,5.0,4.5
4.88,4.92,4.58,4.94,4.97,5.0,4.83
4.95,5.0,4.63,4.84,5.0,4.53,4.68
4.88,4.94,4.88,4.93,4.92,4.89,4.86
4.85,5.0,4.76,4.82,4.97,5.0,4.79
4.76,4.76,4.76,4.88,4.94,4.82,4.35
5.0,5.0,4.86,5.0,5.0,5.0,4.71
4.75,5.0,5.0,5.0,5.0,5.0,4.75
4.87,4.91,4.72,4.93,4.97,4.89,4.86
4.65,4.85,4.8,5.0,4.8,4.95,4.55
4.57,4.7,4.55,4.81,4.81,4.83,4.53
4.67,4.5,4.67,4.67,4.67,4.83,4.17
4.96,4.96,4.86,4.93,4.96,4.86,4.96
4.0,3.67,4.0,5.0,4.0,5.0,4.0
4.87,4.53,4.73,4.87,4.93,4.8,4.67
4.65,4.82,4.65,4.94,4.94,4.71,4.65
4.85,4.92,4.67,4.9,4.97,4.79,4.77
4.96,4.94,4.96,4.98,4.92,4.99,4.95
4.86,4.93,4.83,4.98,4.98,4.98,4.81
4.59,4.64,4.27,4.91,4.77,4.95,4.32
5.0,5.0,5.0,5.0,5.0,5.0,4.93
4.96,5.0,4.88,5.0,5.0,5.0,4.69
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,4.98,5.0,4.93
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,4.0
4.76,4.85,4.68,4.77,4.79,4.94,4.84
4.85,4.91,4.96,4.93,4.93,4.98,4.78
4.89,5.0,4.93,5.0,5.0,4.96,4.85
5.0,4.0,5.0,5.0,5.0,5.0,3.0
5.0,5.0,4.89,5.0,5.0,5.0,5.0
4.88,4.87,4.95,4.97,4.93,4.9,4.88
4.35,4.26,4.61,4.87,5.0,5.0,4.13
4.71,4.71,4.57,5.0,5.0,5.0,4.71
4.74,4.84,4.74,4.95,4.95,4.89,4.84
5.0,4.71,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,4.38
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.75,4.79,4.82,4.81,4.72,4.96,4.72
5.0,5.0,5.0,5.0,5.0,5.0,4.95
5.0,4.9,5.0,4.95,5.0,5.0,4.95
4.26,4.26,4.11,4.79,4.74,4.89,4.26
4.56,4.62,4.74,4.79,4.79,4.97,4.62
4.94,4.97,4.94,5.0,4.94,4.69,4.78
4.67,4.63,4.67,4.97,4.87,4.93,4.53
4.88,4.79,4.93,4.98,4.93,4.93,4.95
4.75,5.0,5.0,5.0,5.0,4.88,5.0
4.5,4.0,3.5,5.0,5.0,5.0,3.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.97,4.97,4.96,4.99,5.0,4.97,4.85
5.0,4.95,4.95,4.97,4.97,4.97,4.87
2.0,1.0,1.0,4.0,3.0,4.0,1.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.91,4.94,4.93,4.94,4.93,4.93,4.86
4.8,4.6,5.0,4.8,4.8,5.0,4.4
4.97,4.97,4.89,4.97,4.89,5.0,4.84
4.75,4.74,4.69,4.88,4.83,4.98,4.68
4.87,4.87,4.62,4.97,4.93,4.91,4.86
4.56,4.56,4.89,4.44,4.67,5.0,4.78
4.93,4.96,4.66,4.97,4.93,4.92,4.9
4.94,4.82,4.71,5.0,5.0,4.88,4.88
4.9,4.76,4.81,4.95,4.95,4.76,4.76
4.5,4.5,5.0,5.0,5.0,5.0,4.0
4.92,4.91,4.86,4.98,4.96,4.97,4.88
4.89,4.95,4.82,4.98,4.98,4.93,4.82
4.88,4.88,4.88,4.96,4.92,4.76,4.8
4.5,4.64,4.68,4.79,4.68,4.96,4.68
4.94,4.88,4.88,4.81,4.59,4.88,4.88
4.67,4.95,4.76,5.0,4.67,4.95,4.81
5.0,5.0,5.0,5.0,4.86,4.86,4.71
3.0,3.0,3.0,3.0,3.0,3.0,3.0
4.22,4.44,4.39,4.78,4.33,4.61,4.22
5.0,5.0,5.0,4.0,5.0,5.0,4.0
4.64,4.64,4.59,4.9,4.82,4.96,4.63
4.67,5.0,4.83,5.0,5.0,4.33,4.83
4.9,4.94,4.87,4.95,4.89,5.0,4.85
4.43,4.43,5.0,4.86,4.86,4.86,4.29
4.91,4.94,4.94,4.88,4.97,4.88,4.94
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.98,4.98,4.98,4.98,4.98,4.98,4.93
4.9,4.91,4.89,4.82,4.82,4.86,4.75
4.45,4.58,4.47,4.84,4.74,4.87,4.42
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.67,4.67,4.83,5.0,4.33,5.0,4.67
5.0,5.0,5.0,5.0,5.0,5.0,4.75
4.95,4.92,5.0,5.0,5.0,5.0,4.92
4.95,4.95,4.84,4.95,5.0,4.86,4.77
4.33,4.5,4.67,4.67,4.67,4.5,4.33
4.84,4.82,4.76,5.0,4.92,4.97,4.71
5.0,5.0,5.0,3.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.9,4.8,4.9,5.0,5.0,4.9,5.0
5.0,4.78,5.0,5.0,4.89,5.0,4.67
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.89,4.94,4.8,4.88,4.83,4.96,4.67
5.0,5.0,5.0,5.0,5.0,5.0,4.83
4.89,4.91,4.88,4.99,4.89,4.97,4.88
4.98,5.0,4.94,5.0,5.0,4.96,4.73
4.64,4.64,4.41,4.77,4.73,4.59,4.41
4.6,4.6,4.8,5.0,5.0,5.0,4.8
5.0,5.0,5.0,5.0,5.0,5.0,4.86
4.89,4.96,4.81,4.96,5.0,4.89,4.85
4.95,4.96,4.98,4.99,4.95,4.98,4.84
4.88,4.96,4.69,4.96,4.81,4.92,4.92
4.48,4.62,4.57,4.81,4.62,4.71,4.38
4.59,4.82,4.45,4.91,4.91,4.73,4.45
5.0,5.0,4.75,5.0,5.0,4.96,4.92
4.88,4.63,4.75,5.0,5.0,4.88,4.63
4.88,4.88,4.63,5.0,5.0,5.0,4.88
4.75,4.84,4.7,4.84,4.88,4.93,4.84
4.69,4.75,4.78,4.8,4.75,4.9,4.63
4.86,4.57,4.86,4.86,5.0,4.43,4.86
4.86,5.0,4.71,5.0,5.0,4.43,4.86
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,4.82
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.5,5.0,5.0,5.0,5.0,5.0,3.5
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,4.25
5.0,5.0,5.0,5.0,5.0,5.0,4.0
4.13,4.33,4.07,4.67,4.8,5.0,4.07
4.96,4.98,4.63,5.0,5.0,4.98,4.82
5.0,5.0,5.0,5.0,5.0,5.0,4.67
4.43,4.57,4.43,5.0,4.86,4.71,4.43
4.87,5.0,4.94,4.97,5.0,4.81,4.87
4.67,4.67,4.71,4.67,4.83,5.0,4.75
4.87,4.91,4.82,4.95,4.91,4.68,4.76
5.0,4.99,4.96,4.99,4.96,4.97,4.79
5.0,5.0,4.88,5.0,5.0,5.0,4.88
4.95,4.98,4.92,4.98,4.92,4.91,4.91
4.39,4.48,4.35,4.68,4.65,4.92,4.52
4.92,4.92,5.0,4.92,4.92,4.67,4.25
4.66,4.63,4.27,4.84,4.59,4.99,4.62
4.99,5.0,4.98,5.0,5.0,4.99,4.99
4.55,4.59,4.97,4.83,4.9,4.97,4.45
4.75,4.63,4.38,5.0,5.0,5.0,4.88
5.0,5.0,4.94,5.0,5.0,4.94,5.0
4.67,4.67,4.67,4.67,4.67,4.33,4.67
4.4,4.27,4.13,4.53,4.6,4.87,4.2
5.0,5.0,4.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.9,4.81,4.9,4.95,4.95,4.9,4.81
4.96,4.93,4.96,4.99,4.98,4.96,4.82
5.0,5.0,5.0,5.0,5.0,4.96,4.91
4.5,4.4,4.2,4.8,4.8,4.8,4.3
4.95,4.97,4.95,5.0,5.0,4.97,4.84
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.67,4.67,5.0,4.92,4.75,4.67,4.75
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.97,4.94,4.94,5.0,4.97,4.97,4.94
5.0,5.0,5.0,5.0,5.0,4.5,5.0
5.0,5.0,5.0,5.0,5.0,5.0,4.88
5.0,5.0,5.0,5.0,5.0,4.89,5.0
4.67,5.0,4.67,5.0,5.0,4.67,4.0
5.0,5.0,4.91,4.91,4.91,5.0,4.73
4.57,4.87,4.43,4.96,4.87,4.83,4.43
4.63,4.63,5.0,5.0,4.88,4.63,4.63
5.0,4.83,4.83,5.0,5.0,5.0,4.67
5.0,5.0,5.0,5.0,5.0,5.0,4.89
4.86,4.83,4.85,4.98,4.9,4.71,4.76
4.97,4.96,4.93,4.95,5.0,4.89,4.92
5.0,5.0,4.5,5.0,5.0,5.0,5.0
4.8,4.8,4.73,4.92,4.96,4.96,4.55
4.77,5.0,4.85,5.0,4.69,4.77,4.62
4.94,4.97,4.98,4.99,5.0,4.98,4.89
5.0,5.0,5.0,4.0,5.0,5.0,5.0
4.65,4.59,4.65,4.82,4.82,4.88,4.53
4.75,5.0,4.5,5.0,5.0,4.25,4.0
4.8,4.6,4.6,4.8,4.8,4.0,4.6
4.86,4.86,4.62,4.97,4.93,5.0,4.9
4.99,4.98,4.98,5.0,5.0,5.0,4.88
4.59,4.59,4.76,4.94,4.88,5.0,4.65
5.0,5.0,4.75,5.0,5.0,5.0,5.0
4.0,3.0,4.0,2.0,4.0,5.0,3.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,4.8,5.0,5.0,4.8,4.8
5.0,5.0,3.5,5.0,5.0,5.0,4.0
5.0,5.0,5.0,5.0,5.0,4.5,5.0
4.7,4.8,4.6,4.9,4.7,5.0,4.7
4.87,4.93,4.84,4.94,4.9,4.97,4.78
4.43,4.71,4.57,5.0,5.0,5.0,4.43
4.88,5.0,5.0,5.0,4.88,4.88,4.88
4.5,4.5,4.67,5.0,5.0,5.0,4.5
4.87,4.83,4.84,4.89,4.88,4.89,4.84
4.88,4.97,4.68,5.0,4.97,4.91,4.76
5.0,5.0,5.0,5.0,5.0,4.0,5.0
5.0,5.0,4.0,5.0,5.0,5.0,4.0
4.7,4.78,4.45,4.95,4.8,4.9,4.48
4.63,4.89,4.89,4.95,4.95,5.0,4.58
4.75,4.5,4.25,4.5,4.75,4.5,4.0
5.0,5.0,5.0,5.0,5.0,5.0,4.75
4.5,4.5,5.0,4.5,4.5,4.5,4.5
5.0,5.0,4.9,5.0,4.9,5.0,4.9
4.84,4.96,4.73,4.96,4.96,4.95,4.76
4.81,4.84,4.81,4.97,4.88,4.9,4.79
4.93,5.0,5.0,5.0,5.0,5.0,4.86
4.33,4.49,4.31,4.79,4.79,4.59,4.36
4.73,4.62,4.88,4.92,4.72,4.93,4.58
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.65,4.75,4.55,5.0,4.65,4.85,4.65
4.84,4.89,4.74,5.0,4.92,4.82,4.87
4.67,4.83,4.5,5.0,5.0,5.0,4.33
5.0,5.0,4.33,5.0,5.0,4.67,5.0
4.0,3.0,3.0,4.0,4.0,4.0,3.0
5.0,5.0,4.94,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.5,4.9,4.7,4.6,4.4,4.8,4.7
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,4.96,4.81
4.83,4.83,4.83,4.83,4.83,4.83,4.33
4.78,4.91,4.8,4.77,4.83,4.85,4.69
5.0,5.0,4.25,5.0,5.0,5.0,5.0
4.79,4.7,4.77,4.92,4.92,4.93,4.75
4.93,4.96,4.74,4.89,4.89,4.89,4.81
4.73,4.69,4.39,4.95,4.93,4.97,4.78
4.87,4.73,4.73,4.98,4.91,4.78,4.69
5.0,4.98,4.93,5.0,5.0,5.0,4.98
4.75,4.38,4.5,5.0,5.0,5.0,4.75
5.0,5.0,4.5,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.5,4.33,4.42,4.67,4.75,5.0,4.46
4.6,4.72,4.4,4.88,4.6,4.82,4.57
4.5,4.5,4.63,4.75,4.88,4.75,4.5
4.87,4.87,4.87,4.8,4.93,4.87,4.73
4.71,4.69,4.53,4.9,4.86,4.71,4.54
1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.2,4.2,4.2,4.2,4.2,4.8,4.2
4.89,4.67,4.67,5.0,5.0,5.0,4.67
4.92,4.92,4.75,5.0,5.0,4.83,4.83
4.89,5.0,4.64,5.0,5.0,5.0,4.89
4.93,4.92,4.98,4.98,5.0,4.89,4.89
4.95,4.98,4.86,4.95,4.98,4.98,4.81
5.0,4.5,4.5,5.0,5.0,5.0,5.0
4.91,4.81,4.81,4.81,4.86,4.76,4.86
4.86,4.9,4.87,4.96,4.84,4.94,4.82
5.0,5.0,5.0,4.96,5.0,5.0,5.0
4.88,4.88,4.82,4.9,4.91,4.98,4.84
4.93,4.98,4.8,5.0,5.0,5.0,4.93
4.92,4.89,4.82,4.92,4.92,4.92,4.74
4.9,5.0,5.0,5.0,5.0,5.0,4.9
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.63,4.74,4.71,4.74,4.86,4.9,4.54
4.67,4.8,4.54,4.92,4.94,4.99,4.7
4.88,4.94,4.71,5.0,4.94,5.0,4.35
4.71,4.83,4.38,4.76,4.83,4.98,4.79
5.0,5.0,5.0,5.0,4.98,5.0,4.95
4.52,4.48,4.13,4.65,4.83,4.91,4.3
5.0,5.0,5.0,5.0,5.0,5.0,4.5
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.95,4.95,4.89,5.0,4.95,5.0,4.84
4.9,4.94,4.96,4.98,5.0,4.92,4.85
4.82,4.94,4.63,4.97,4.94,5.0,4.82
5.0,5.0,4.95,5.0,5.0,5.0,4.89
5.0,5.0,4.75,5.0,5.0,5.0,5.0
4.47,4.33,4.47,4.81,4.79,4.79,4.21
4.68,4.77,4.65,4.87,4.9,4.87,4.6
5.0,5.0,4.39,5.0,5.0,4.78,4.89
4.83,5.0,4.67,5.0,5.0,4.67,4.33
4.61,4.64,4.52,4.77,4.86,5.0,4.66
4.98,4.97,5.0,5.0,4.97,4.96,4.94
4.78,4.86,4.92,4.88,4.83,4.82,4.63
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,4.75,5.0,4.75,5.0
5.0,5.0,5.0,5.0,5.0,5.0,4.87
4.92,5.0,4.77,5.0,5.0,4.92,4.85
4.6,4.77,4.69,4.88,4.95,4.7,4.72
4.56,4.89,4.67,4.56,4.78,4.89,4.89
4.93,4.8,5.0,5.0,5.0,4.93,4.73
5.0,4.6,4.4,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.0,4.0,5.0,5.0,5.0,4.0,5.0
4.0,4.0,4.0,4.0,4.0,4.0,4.0
4.43,4.43,4.14,4.57,4.29,4.14,4.43
4.75,5.0,4.75,5.0,5.0,5.0,4.5
5.0,5.0,5.0,5.0,5.0,4.86,5.0
5.0,5.0,5.0,4.93,5.0,4.83,4.9
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.5,4.88,5.0,4.88,4.5,5.0,4.75
4.57,4.29,4.14,4.71,4.71,5.0,4.43
4.67,4.68,4.6,4.82,4.8,4.92,4.6
4.66,4.69,4.58,4.8,4.76,4.99,4.75
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.38,4.52,4.48,4.62,4.46,4.78,4.44
4.71,4.76,4.63,4.91,4.89,4.99,4.76
5.0,5.0,5.0,5.0,5.0,5.0,4.0
4.97,4.97,4.97,4.9,4.93,4.97,4.83
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,4.97,4.97,5.0,5.0,4.76
5.0,4.67,4.83,5.0,5.0,4.83,4.67
4.72,4.67,4.41,4.89,4.85,4.91,4.63
4.92,4.97,4.95,4.97,4.92,4.97,4.87
4.72,4.72,4.71,4.95,4.93,4.96,4.77
4.59,4.68,4.56,4.65,4.62,4.88,4.62
4.67,4.8,4.67,4.93,4.87,4.07,4.73
4.95,4.96,4.96,4.95,4.96,4.88,4.92
4.9,4.9,4.86,4.95,5.0,4.95,4.71
4.4,5.0,4.2,5.0,4.6,4.8,4.6
4.71,4.52,4.48,4.86,4.76,4.81,4.38
3.0,3.0,5.0,5.0,3.0,5.0,3.0
4.91,4.89,4.67,4.98,4.87,4.93,4.74
5.0,5.0,5.0,5.0,5.0,5.0,4.83
4.84,4.82,4.87,4.89,4.93,4.89,4.82
5.0,5.0,5.0,5.0,5.0,5.0,4.86
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.85,4.82,4.61,4.85,4.82,4.94,4.76
4.71,4.86,4.57,4.86,4.93,4.79,4.71
4.95,4.93,4.95,4.98,4.95,4.98,4.91
4.92,5.0,4.83,5.0,5.0,5.0,4.92
4.94,4.86,4.76,4.94,4.98,4.87,4.81
4.82,4.86,4.75,4.93,4.93,4.89,4.86
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.94,4.88,4.44,5.0,5.0,4.94,4.81
4.99,4.98,4.99,5.0,5.0,4.99,4.96
4.94,4.94,5.0,4.94,4.94,4.94,4.82
4.98,4.96,4.97,4.99,4.96,4.97,4.93
5.0,5.0,4.0,5.0,5.0,5.0,4.0
4.86,4.94,4.64,5.0,4.97,4.94,4.86
5.0,4.94,4.94,5.0,5.0,5.0,4.94
4.77,4.88,4.85,4.96,4.77,4.85,4.54
4.6,4.6,4.6,4.6,4.4,4.4,4.8
4.5,4.5,4.5,5.0,5.0,5.0,5.0
5.0,4.99,5.0,5.0,5.0,4.94,4.99
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.0,5.0,5.0,5.0,5.0,5.0,4.0
5.0,4.8,5.0,5.0,5.0,5.0,4.4
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,4.5,5.0
4.67,4.5,4.83,4.17,4.83,4.83,4.33
4.81,4.83,4.92,4.86,4.89,4.94,4.81
4.0,4.0,3.0,5.0,5.0,5.0,3.5
5.0,4.75,5.0,5.0,5.0,4.5,4.88
4.93,4.93,4.87,4.95,4.96,4.89,4.76
5.0,4.93,4.93,5.0,5.0,4.93,4.87
4.56,4.79,4.35,4.98,4.79,4.9,4.58
4.99,5.0,4.93,5.0,4.99,5.0,4.86
4.5,4.75,5.0,5.0,5.0,5.0,4.75
4.96,5.0,4.87,5.0,4.98,5.0,4.93
5.0,4.97,4.97,5.0,4.97,4.93,5.0
4.86,4.88,4.65,4.79,4.91,4.97,4.78
5.0,5.0,5.0,5.0,5.0,5.0,4.6
4.86,4.91,4.69,4.95,4.91,5.0,4.83
4.92,4.94,4.86,4.97,5.0,5.0,4.79
4.86,4.91,4.82,4.95,4.95,4.95,4.59
5.0,5.0,5.0,5.0,5.0,4.93,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,4.5,5.0,5.0,4.5,4.5
4.94,5.0,4.94,5.0,5.0,4.44,4.94
4.5,5.0,4.5,5.0,5.0,5.0,5.0
4.0,5.0,4.5,5.0,2.5,5.0,3.5
4.77,4.83,4.54,4.97,4.9,5.0,4.76
4.65,4.76,4.33,4.84,4.79,4.95,4.73
4.95,4.96,4.96,4.99,4.99,4.96,4.93
5.0,5.0,4.5,5.0,5.0,5.0,4.75
4.7,4.83,4.7,4.98,4.94,4.97,4.83
5.0,5.0,5.0,4.5,5.0,5.0,5.0
4.75,4.75,5.0,5.0,5.0,5.0,5.0
4.0,5.0,5.0,5.0,4.0,5.0,3.75
4.87,4.87,4.84,4.94,4.94,4.97,4.84
5.0,5.0,5.0,5.0,5.0,5.0,4.5
4.91,4.95,4.8,4.96,4.95,4.84,4.69
5.0,5.0,4.96,5.0,5.0,5.0,4.96
4.75,4.88,4.75,5.0,4.75,4.63,4.88
4.0,4.08,4.0,4.83,4.92,4.83,4.42
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.74,4.79,4.69,4.79,4.88,4.87,4.62
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.56,4.76,4.64,4.68,4.8,4.76,4.48
5.0,5.0,4.6,5.0,5.0,5.0,4.6
4.95,4.97,4.95,5.0,4.84,4.96,4.77
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.76,4.97,4.9,4.93,4.86,4.9,4.62
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.94,4.97,4.95,4.95,4.94,4.96,4.83
4.96,4.96,4.98,5.0,4.98,4.98,4.87
4.79,4.73,4.65,4.94,4.85,4.9,4.69
4.0,5.0,5.0,5.0,5.0,5.0,5.0
4.94,4.94,4.94,5.0,5.0,5.0,4.81
4.63,4.85,4.8,4.9,4.85,4.88,4.58
4.86,4.95,4.91,5.0,5.0,5.0,4.86
5.0,5.0,5.0,5.0,5.0,5.0,5.0
3.63,3.75,3.88,4.38,3.63,4.0,3.13
